날짜,성경(시작),장(시작),성경(끝),장(끝),글 수
129,역대상,13,역대상,16,5584
130,역대상,17,역대상,19,4251
131,역대상,20,역대상,23,5499
132,역대상,24,역대상,26,4401
133,역대상,27,역대상,29,5681
134,역대하,1,역대하,4,4727
135,역대하,5,역대하,6,4130
136,역대하,7,역대하,9,4672
137,역대하,10,역대하,13,5207
138,역대하,14,역대하,17,4200
139,역대하,18,역대하,20,6064
140,역대하,21,역대하,24,5872
141,역대하,25,역대하,27,4182
142,역대하,28,역대하,29,4321
143,역대하,30,역대하,32,6088
144,역대하,33,역대하,34,4218
145,역대하,35,에스라,1,4582
146,에스라,2,에스라,4,4624
147,에스라,5,에스라,7,4794
148,에스라,8,에스라,10,5787
149,느헤미야,1,느헤미야,3,4462
150,느헤미야,4,느헤미야,6,4291
151,느헤미야,7,느헤미야,9,6808
152,느헤미야,10,느헤미야,12,5874
153,느헤미야,13,에스더,2,5296
154,에스더,3,에스더,7,4883
155,에스더,8,욥기,1,4865
156,욥기,2,욥기,6,5078
157,욥기,7,욥기,10,4247
158,욥기,11,욥기,15,5206
159,욥기,16,욥기,20,4621
160,욥기,21,욥기,24,4233
161,욥기,25,욥기,30,4931
162,욥기,31,욥기,34,5487
163,욥기,35,욥기,38,4552
164,욥기,39,욥기,42,4347
165,시편,1,시편,9,4663
166,시편,10,시편,18,6244
167,시편,19,시편,25,4635
168,시편,26,시편,32,4659
169,시편,33,시편,37,5276
170,시편,38,시편,43,4332
171,시편,44,시편,49,4443
172,시편,50,시편,55,4253
173,시편,56,시편,62,4377
174,시편,63,시편,68,4671
175,시편,69,시편,73,5069
176,시편,74,시편,78,6001
177,시편,79,시편,85,4406
178,시편,86,시편,89,4200
179,시편,90,시편,96,4296
180,시편,97,시편,104,5502
181,시편,105,시편,107,5323
182,시편,108,시편,115,4397
183,시편,116,시편,119,8605
184,시편,120,시편,133,4148
185,시편,134,시편,140,4459
186,시편,141,시편,147,4338
187,시편,148,잠언,3,4450
188,잠언,4,잠언,7,4166
189,잠언,8,잠언,11,4508
190,잠언,12,잠언,15,4882
191,잠언,16,잠언,19,4876
192,잠언,20,잠언,23,5044
193,잠언,24,잠언,27,4791
194,잠언,28,잠언,31,4995
195,전도서,1,전도서,4,4810
196,전도서,5,전도서,8,4706
197,전도서,9,아가,1,4381
198,아가,2,아가,7,4597
199,아가,8,이사야,3,5236
200,이사야,4,이사야,7,4945
201,이사야,8,이사야,10,4885
202,이사야,11,이사야,14,4744
203,이사야,15,이사야,19,4654
204,이사야,20,이사야,23,4112
205,이사야,24,이사야,27,4309
206,이사야,28,이사야,30,6138
207,이사야,31,이사야,34,4424
208,이사야,35,이사야,37,4940
209,이사야,38,이사야,41,5956
210,이사야,42,이사야,44,5565
211,이사야,45,이사야,48,5458
212,이사야,49,이사야,51,4607
213,이사야,52,이사야,55,4271
214,이사야,56,이사야,59,5006
215,이사야,60,이사야,63,4678
216,이사야,64,이사야,66,4625
217,예레미야,1,예레미야,3,5959
218,예레미야,4,예레미야,5,4114
219,예레미야,6,예레미야,7,4305
220,예레미야,8,예레미야,10,5113
221,예레미야,11,예레미야,13,4770
222,예레미야,14,예레미야,16,4873
223,예레미야,17,예레미야,19,4593
224,예레미야,20,예레미야,22,4532
225,예레미야,23,예레미야,25,6163
226,예레미야,26,예레미야,28,4649
227,예레미야,29,예레미야,31,6962
228,예레미야,32,예레미야,33,4611
229,예레미야,34,예레미야,36,5480
230,예레미야,37,예레미야,39,4794
231,예레미야,40,예레미야,42,4435
232,예레미야,43,예레미야,46,5677
233,예레미야,47,예레미야,49,6165
234,예레미야,50,예레미야,51,7705
235,예레미야,52,예레미야애가,2,5976
236,예레미야애가,3,예레미야애가,5,4416
237,에스겔,1,에스겔,3,4127
238,에스겔,4,에스겔,7,5021
239,에스겔,8,에스겔,11,5074
240,에스겔,12,에스겔,14,5173
241,에스겔,15,에스겔,16,4524
242,에스겔,17,에스겔,19,4576
243,에스겔,20,에스겔,21,5566
244,에스겔,22,에스겔,23,4926
245,에스겔,24,에스겔,26,4424
246,에스겔,27,에스겔,29,5301
247,에스겔,30,에스겔,32,5402
248,에스겔,33,에스겔,34,4605
249,에스겔,35,에스겔,37,5654
250,에스겔,38,에스겔,40,6766
251,에스겔,41,에스겔,43,4460
252,에스겔,44,에스겔,46,5775
253,에스겔,47,다니엘,1,4906
254,다니엘,2,다니엘,3,5733
255,다니엘,4,다니엘,5,5010
256,다니엘,6,다니엘,7,4121
257,다니엘,8,다니엘,10,5497
258,다니엘,11,다니엘,12,4128
259,호세아,1,호세아,5,4760
260,호세아,6,호세아,10,4753
261,호세아,11,요엘,1,4487
262,요엘,2,아모스,1,4585
263,아모스,2,아모스,5,4595
264,아모스,6,아모스,9,4183
265,오바댜,1,요나,1,5474
266,요나,2,미가,3,4727
267,미가,4,미가,7,4516
268,나훔,1,하박국,2,5469
269,하박국,3,스바냐,3,4889
270,학개,1,스가랴,2,4724
271,스가랴,3,스가랴,8,5599
272,스가랴,9,스가랴,12,4298
273,스가랴,13,말라기,2,4765
274,말라기,3,마태복음,2,4317
275,마태복음,3,마태복음,5,4948
276,마태복음,6,마태복음,8,5552
277,마태복음,9,마태복음,10,4429
278,마태복음,11,마태복음,12,4443
279,마태복음,13,마태복음,14,4616
280,마태복음,15,마태복음,17,5164
281,마태복음,18,마태복음,20,5365
282,마태복음,21,마태복음,22,4885
283,마태복음,23,마태복음,24,4508
284,마태복음,25,마태복음,26,6638
285,마태복음,27,마태복음,28,4493
286,마가복음,1,마가복음,3,5757
287,마가복음,4,마가복음,5,4238
288,마가복음,6,마가복음,7,4831
289,마가복음,8,마가복음,9,4945
290,마가복음,10,마가복음,11,4823
291,마가복음,12,마가복음,13,4668
292,마가복음,14,마가복음,14,4165
293,마가복음,15,누가복음,1,6958
294,누가복음,2,누가복음,3,4394
295,누가복음,4,누가복음,5,4708
296,누가복음,6,누가복음,7,5833
297,누가복음,8,누가복음,9,6960
298,누가복음,10,누가복음,11,5472
299,누가복음,12,누가복음,13,5482
300,누가복음,14,누가복음,16,5419
301,누가복음,17,누가복음,18,4171
302,누가복음,19,누가복음,20,4825
303,누가복음,21,누가복음,22,5548
304,누가복음,23,누가복음,24,5281
305,요한복음,1,요한복음,3,5761
306,요한복음,4,요한복음,5,5100
307,요한복음,6,요한복음,7,6192
308,요한복음,8,요한복음,9,5399
309,요한복음,10,요한복음,11,4844
310,요한복음,12,요한복음,13,4961
311,요한복음,14,요한복음,16,5303
312,요한복음,17,요한복음,18,4365
313,요한복음,19,요한복음,20,4416
314,요한복음,21,사도행전,2,5647
315,사도행전,3,사도행전,5,5586
316,사도행전,6,사도행전,8,5961
317,사도행전,9,사도행전,10,4806
318,사도행전,11,사도행전,13,5723
319,사도행전,14,사도행전,16,5681
320,사도행전,17,사도행전,19,5835
321,사도행전,20,사도행전,21,4378
322,사도행전,22,사도행전,24,5216
323,사도행전,25,사도행전,27,5756
324,사도행전,28,로마서,2,5218
325,로마서,3,로마서,5,4274
326,로마서,6,로마서,8,5047
327,로마서,9,로마서,11,5115
328,로마서,12,로마서,15,5228
329,로마서,16,고린도전서,2,4247
330,고린도전서,3,고린도전서,6,4511
331,고린도전서,7,고린도전서,9,4927
332,고린도전서,10,고린도전서,12,4991
333,고린도전서,13,고린도전서,15,5896
334,고린도전서,16,고린도후서,3,4622
335,고린도후서,4,고린도후서,7,4616
336,고린도후서,8,고린도후서,11,5265
337,고린도후서,12,갈라디아서,2,5061
338,갈라디아서,3,갈라디아서,5,4513
339,갈라디아서,6,에베소서,3,4495
340,에베소서,4,에베소서,6,4208
341,빌립보서,1,빌립보서,3,4414
342,빌립보서,4,골로새서,2,4227
343,골로새서,3,데살로니가전서,2,4201
344,데살로니가전서,3,데살로니가후서,2,4656
345,데살로니가후서,3,디모데전서,4,4472
346,디모데전서,5,디모데후서,2,4981
347,디모데후서,3,디도서,3,4597
348,빌레몬서,1,히브리서,2,5261
349,히브리서,3,히브리서,7,5452
350,히브리서,8,히브리서,10,4437
351,히브리서,11,히브리서,13,5424
352,야고보서,1,야고보서,4,4722
353,야고보서,5,베드로전서,2,4142
354,베드로전서,3,베드로후서,1,4494
355,베드로후서,2,요한1서,2,5070
356,요한1서,3,요한2서,1,8519
357,요한3서,1,요한3서,1,4498
358,유다서,1,유다서,1,4498
359,요한계시록,1,요한계시록,1,4498
360,요한계시록,2,요한계시록,4,4153
361,요한계시록,5,요한계시록,9,5066
362,요한계시록,10,요한계시록,13,4244
363,요한계시록,14,요한계시록,17,4460
364,요한계시록,18,요한계시록,21,5701
365,요한계시록,22,요한계시록,22,1298
