날짜,성경(시작),장(시작),성경(끝),장(끝),글 수
62,사무엘상,11,사무엘상,14,8175
63,사무엘상,15,사무엘상,17,7903
64,사무엘상,18,사무엘상,20,6481
65,사무엘상,21,사무엘상,25,9507
66,사무엘상,26,사무엘상,30,7580
67,사무엘상,31,사무엘하,3,7426
68,사무엘하,4,사무엘하,8,7065
69,사무엘하,9,사무엘하,13,9048
70,사무엘하,14,사무엘하,16,6788
71,사무엘하,17,사무엘하,19,7959
72,사무엘하,20,사무엘하,23,8055
73,사무엘하,24,열왕기상,2,8688
74,열왕기상,3,열왕기상,6,6768
75,열왕기상,7,열왕기상,8,8036
76,열왕기상,9,열왕기상,11,6628
77,열왕기상,12,열왕기상,14,6871
78,열왕기상,15,열왕기상,18,8998
79,열왕기상,19,열왕기상,21,6830
80,열왕기상,22,열왕기하,2,6938
81,열왕기하,3,열왕기하,5,7033
82,열왕기하,6,열왕기하,9,8918
83,열왕기하,10,열왕기하,13,7218
84,열왕기하,14,열왕기하,17,8476
85,열왕기하,18,열왕기하,20,6799
86,열왕기하,21,열왕기하,24,7467
87,열왕기하,25,역대상,3,7022
88,역대상,4,역대상,6,7034
89,역대상,7,역대상,10,6572
90,역대상,11,역대상,15,8046
91,역대상,16,역대상,20,6954
92,역대상,21,역대상,25,7544
93,역대상,26,역대상,29,7427
94,역대하,1,역대하,6,8857
95,역대하,7,역대하,11,7368
96,역대하,12,역대하,17,6711
97,역대하,18,역대하,21,7472
98,역대하,22,역대하,25,6568
99,역대하,26,역대하,30,8382
100,역대하,31,역대하,34,8323
101,역대하,35,에스라,2,6577
102,에스라,3,에스라,7,7423
103,에스라,8,느헤미야,1,6628
104,느헤미야,2,느헤미야,5,6560
105,느헤미야,6,느헤미야,9,8160
106,느헤미야,10,느헤미야,13,8101
107,에스더,1,에스더,6,7180
108,에스더,7,욥기,2,6518
109,욥기,3,욥기,9,7425
110,욥기,10,욥기,16,7157
111,욥기,17,욥기,23,6806
112,욥기,24,욥기,31,7762
113,욥기,32,욥기,37,6794
114,욥기,38,시편,2,6649
115,시편,3,시편,15,6551
116,시편,16,시편,22,6656
117,시편,23,시편,33,7028
118,시편,34,시편,40,7088
119,시편,41,시편,50,7122
120,시편,51,시편,60,6700
121,시편,61,시편,69,7322
122,시편,70,시편,78,9384
123,시편,79,시편,89,8606
124,시편,90,시편,102,7444
125,시편,103,시편,107,7677
126,시편,108,시편,119,13002
127,시편,120,시편,137,6454
128,시편,138,시편,147,6491
129,시편,148,잠언,6,7691
130,잠언,7,잠언,12,6570
131,잠언,13,잠언,18,7345
132,잠언,19,잠언,24,7689
133,잠언,25,잠언,30,7199
134,잠언,31,전도서,5,7308
135,전도서,6,전도서,12,7069
136,아가,1,이사야,1,8100
137,이사야,2,이사야,7,7416
138,이사야,8,이사야,13,7590
139,이사야,14,이사야,19,6693
140,이사야,20,이사야,26,7561
141,이사야,27,이사야,30,6998
142,이사야,31,이사야,36,6776
143,이사야,37,이사야,40,6538
144,이사야,41,이사야,44,7571
145,이사야,45,이사야,49,7453
146,이사야,50,이사야,55,6883
147,이사야,56,이사야,60,6566
148,이사야,61,이사야,66,7743
149,예레미야,1,예레미야,4,8030
150,예레미야,5,예레미야,8,7959
151,예레미야,9,예레미야,12,6552
152,예레미야,13,예레미야,16,6593
153,예레미야,17,예레미야,21,7048
154,예레미야,22,예레미야,25,8240
155,예레미야,26,예레미야,29,6964
156,예레미야,30,예레미야,32,7510
157,예레미야,33,예레미야,36,7228
158,예레미야,37,예레미야,41,7479
159,예레미야,42,예레미야,46,7427
160,예레미야,47,예레미야,50,9535
161,예레미야,51,예레미야애가,1,8353
162,예레미야애가,2,에스겔,1,8023
163,에스겔,2,에스겔,7,7499
164,에스겔,8,에스겔,12,6873
165,에스겔,13,에스겔,16,7898
166,에스겔,17,에스겔,20,8158
167,에스겔,21,에스겔,23,6910
168,에스겔,24,에스겔,28,8191
169,에스겔,29,에스겔,32,6936
170,에스겔,33,에스겔,36,8282
171,에스겔,37,에스겔,40,8743
172,에스겔,41,에스겔,44,6655
173,에스겔,45,에스겔,48,7218
174,다니엘,1,다니엘,3,7001
175,다니엘,4,다니엘,6,7075
176,다니엘,7,다니엘,10,7553
177,다니엘,11,호세아,3,6798
178,호세아,4,호세아,10,6843
179,호세아,11,요엘,2,6688
180,요엘,3,아모스,5,6979
181,아모스,6,오바댜,1,6920
182,요나,1,미가,2,6658
183,미가,3,나훔,2,7132
184,나훔,3,스바냐,2,7064
185,스바냐,3,스가랴,3,6906
186,스가랴,4,스가랴,10,7033
187,스가랴,11,말라기,2,6931
188,말라기,3,마태복음,4,6677
189,마태복음,5,마태복음,8,8140
190,마태복음,9,마태복음,12,8872
191,마태복음,13,마태복음,15,6549
192,마태복음,16,마태복음,19,6813
193,마태복음,20,마태복음,22,6668
194,마태복음,23,마태복음,25,6885
195,마태복음,26,마태복음,27,7686
196,마태복음,28,마가복음,3,6825
197,마가복음,4,마가복음,6,7203
198,마가복음,7,마가복음,9,6811
199,마가복음,10,마가복음,12,7465
200,마가복음,13,마가복음,15,8559
201,마가복음,16,누가복음,2,6891
202,누가복음,3,누가복음,5,6801
203,누가복음,6,누가복음,8,9135
204,누가복음,9,누가복음,11,9130
205,누가복음,12,누가복음,14,7393
206,누가복음,15,누가복음,18,7679
207,누가복음,19,누가복음,21,6755
208,누가복음,22,누가복음,24,8899
209,요한복음,1,요한복음,4,8421
210,요한복음,5,요한복음,7,8632
211,요한복음,8,요한복음,10,7444
212,요한복음,11,요한복음,13,7760
213,요한복음,14,요한복음,17,7041
214,요한복음,18,요한복음,20,7043
215,요한복음,21,사도행전,3,7149
216,사도행전,4,사도행전,7,8131
217,사도행전,8,사도행전,10,6720
218,사도행전,11,사도행전,14,7163
219,사도행전,15,사도행전,18,7879
220,사도행전,19,사도행전,21,6575
221,사도행전,22,사도행전,25,6918
222,사도행전,26,로마서,1,7760
223,로마서,2,로마서,6,7147
224,로마서,7,로마서,10,6740
225,로마서,11,로마서,15,7289
226,로마서,16,고린도전서,4,6734
227,고린도전서,5,고린도전서,9,6951
228,고린도전서,10,고린도전서,14,7835
229,고린도전서,15,고린도후서,2,6713
230,고린도후서,3,고린도후서,8,6924
231,고린도후서,9,갈라디아서,1,7585
232,갈라디아서,2,갈라디아서,6,6832
233,에베소서,1,에베소서,5,6609
234,에베소서,6,빌립보서,4,6828
235,골로새서,1,데살로니가전서,2,7183
236,데살로니가전서,3,디모데전서,1,6796
237,디모데전서,2,디모데후서,2,7313
238,디모데후서,3,빌레몬서,1,6638
239,히브리서,1,히브리서,6,7114
240,히브리서,7,히브리서,11,8363
241,히브리서,12,야고보서,3,6787
242,야고보서,4,베드로전서,3,6505
243,베드로전서,4,요한1서,2,8192
244,요한1서,3,요한2서,1,8519
245,요한3서,1,유다서,1,8996
246,요한계시록,1,요한계시록,3,7890
247,요한계시록,4,요한계시록,10,6581
248,요한계시록,11,요한계시록,16,6775
249,요한계시록,17,요한계시록,21,6876
250,요한계시록,22,요한계시록,22,1298
