날짜,성경(시작),장(시작),성경(끝),장(끝),글 수
356,다니엘,11,다니엘,11,3289
357,다니엘,12,호세아,2,3155
358,호세아,3,호세아,6,3045
359,호세아,7,호세아,9,3075
360,호세아,10,호세아,13,3716
361,호세아,14,요엘,2,4049
362,요엘,3,아모스,2,3420
363,아모스,3,아모스,5,3559
364,아모스,6,아모스,8,3008
365,아모스,9,오바댜,1,3912
366,요나,1,요나,2,3275
367,요나,3,미가,2,3383
368,미가,3,미가,5,2830
369,미가,6,나훔,1,3459
370,나훔,2,하박국,1,3140
371,하박국,2,스바냐,1,3733
372,스바냐,2,학개,1,3505
373,학개,2,스가랴,1,2998
374,스가랴,2,스가랴,5,3071
375,스가랴,6,스가랴,8,3267
376,스가랴,9,스가랴,11,3310
377,스가랴,12,스가랴,14,3107
378,말라기,1,말라기,3,4028
379,말라기,4,마태복음,2,2935
380,마태복음,3,마태복음,5,4948
381,마태복음,6,마태복음,7,3619
382,마태복음,8,마태복음,9,4054
383,마태복음,10,마태복음,11,3951
384,마태복음,12,마태복음,12,2800
385,마태복음,13,마태복음,13,2948
386,마태복음,14,마태복음,15,3601
387,마태복음,16,마태복음,17,3231
388,마태복음,18,마태복음,19,3582
389,마태복음,20,마태복음,21,4526
390,마태복음,22,마태복음,23,4176
391,마태복음,24,마태복음,25,4851
392,마태복음,26,마태복음,26,4261
393,마태복음,27,마태복음,27,3425
394,마태복음,28,마가복음,1,3398
395,마가복음,2,마가복음,3,3427
396,마가복음,4,마가복음,5,4238
397,마가복음,6,마가복음,6,2965
398,마가복음,7,마가복음,8,3872
399,마가복음,9,마가복음,9,2939
400,마가복음,10,마가복음,10,2912
401,마가복음,11,마가복음,12,4553
402,마가복음,13,마가복음,14,6191
403,마가복음,15,마가복음,16,3575
404,누가복음,1,누가복음,1,3383
405,누가복음,2,누가복음,3,4394
406,누가복음,4,누가복음,5,4708
407,누가복음,6,누가복음,6,2900
408,누가복음,7,누가복음,7,2933
409,누가복음,8,누가복음,8,3302
410,누가복음,9,누가복음,9,3658
411,누가복음,10,누가복음,11,5472
412,누가복음,12,누가복음,12,3352
413,누가복음,13,누가복음,14,4041
414,누가복음,15,누가복음,16,3508
415,누가복음,17,누가복음,18,4171
416,누가복음,19,누가복음,20,4825
417,누가복음,21,누가복음,22,5548
418,누가복음,23,누가복음,23,2826
419,누가복음,24,요한복음,1,5070
420,요한복음,2,요한복음,3,3146
421,요한복음,4,요한복음,5,5100
422,요한복음,6,요한복음,6,3549
423,요한복음,7,요한복음,8,5897
424,요한복음,9,요한복음,10,4190
425,요한복음,11,요한복음,11,2799
426,요한복음,12,요한복음,12,2767
427,요한복음,13,요한복음,14,4059
428,요한복음,15,요한복음,16,3438
429,요한복음,17,요한복음,18,4365
430,요한복음,19,요한복음,20,4416
431,요한복음,21,사도행전,1,3225
432,사도행전,2,사도행전,3,3924
433,사도행전,4,사도행전,5,4084
434,사도행전,6,사도행전,7,4047
435,사도행전,8,사도행전,9,4267
436,사도행전,10,사도행전,11,3950
437,사도행전,12,사도행전,13,4226
438,사도행전,14,사도행전,15,3522
439,사도행전,16,사도행전,17,4226
440,사도행전,18,사도행전,19,3768
441,사도행전,20,사도행전,21,4378
442,사도행전,22,사도행전,23,3711
443,사도행전,24,사도행전,25,3207
444,사도행전,26,사도행전,27,4054
445,사도행전,28,로마서,1,3706
446,로마서,2,로마서,3,3036
447,로마서,4,로마서,6,4111
448,로마서,7,로마서,8,3686
449,로마서,9,로마서,10,3054
450,로마서,11,로마서,12,3075
451,로마서,13,로마서,15,4214
452,로마서,16,고린도전서,1,3201
453,고린도전서,2,고린도전서,4,3533
454,고린도전서,5,고린도전서,7,4451
455,고린도전서,8,고린도전서,10,4173
456,고린도전서,11,고린도전서,12,3318
457,고린도전서,13,고린도전서,14,2844
458,고린도전서,15,고린도전서,15,3052
459,고린도전서,16,고린도후서,2,3661
460,고린도후서,3,고린도후서,5,3375
461,고린도후서,6,고린도후서,8,3549
462,고린도후서,9,고린도후서,11,3918
463,고린도후서,12,갈라디아서,1,3667
464,갈라디아서,2,갈라디아서,3,3102
465,갈라디아서,4,갈라디아서,5,2805
466,갈라디아서,6,에베소서,2,3414
467,에베소서,3,에베소서,5,4120
468,에베소서,6,빌립보서,1,2826
469,빌립보서,2,빌립보서,4,4002
470,골로새서,1,골로새서,2,2982
471,골로새서,3,데살로니가전서,1,2894
472,데살로니가전서,2,데살로니가전서,4,3080
473,데살로니가전서,5,데살로니가후서,2,2883
474,데살로니가후서,3,디모데전서,2,2843
475,디모데전서,3,디모데전서,5,2867
476,디모데전서,6,디모데후서,2,3743
477,디모데후서,3,디도서,1,2962
478,디도서,2,빌레몬서,1,3676
479,히브리서,1,히브리서,2,3220
480,히브리서,3,히브리서,5,2812
481,히브리서,6,히브리서,8,3538
482,히브리서,9,히브리서,10,3539
483,히브리서,11,히브리서,12,4063
484,히브리서,13,야고보서,2,4157
485,야고보서,3,야고보서,5,3040
486,베드로전서,1,베드로전서,2,3028
487,베드로전서,3,베드로전서,5,3259
488,베드로후서,1,베드로후서,3,3839
489,요한1서,1,요한1서,3,3901
490,요한1서,4,요한2서,1,7084
491,요한3서,1,요한3서,1,4498
492,유다서,1,유다서,1,4498
493,요한계시록,1,요한계시록,1,4498
494,요한계시록,2,요한계시록,3,3392
495,요한계시록,4,요한계시록,7,3870
496,요한계시록,8,요한계시록,11,4007
497,요한계시록,12,요한계시록,14,3692
498,요한계시록,15,요한계시록,17,2962
499,요한계시록,18,요한계시록,19,3122
500,요한계시록,20,요한계시록,22,3877
